﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
GRAVIGNY-BALIZY;87393645;JOB;2024-11-26;2024;T12;T12;Avant 6h;17
ISSY-VAL-DE-SEINE;87393306;DIM;2025-09-02;2025;C;C;De 6h à 10h;139
ISSY-VAL-DE-SEINE;87393306;SAM;2025-08-02;2025;C;C;Après 20h;344
GUERARD-LA-CELLE-SUR-MORIN;87116269;SAM;2023-11-18;2023;P;P;De 16h à 20h;24
L'ISLE-ADAM-PARMAIN;87276527;JOB;2024-01-16;2024;H;H;De 16h à 20h;390
HERBLAY;87381889;DIM;2024-01-21;2024;J;J6;Après 20h;167
HERBLAY;87381889;JOB;2024-01-16;2024;J;J6;Après 20h;209
LA-FERTE-ALAIS;87681452;JOB;2024-12-03;2024;D;D;De 10h à 16h;178
HERBLAY;87381889;SAM;2024-01-20;2024;J;J6;De 6h à 10h;724
HOUDAN;87393462;SAM;2024-01-20;2024;N;N;De 16h à 20h;256
LA-PLAINE-STADE-DE-FRANCE;87164798;SAM;2019-03-16;2019;B;B;De 10h à 16h;4744
HOUILLES-CARRIERES-SUR-SEINE;87386409;DIM;2024-01-21;2024;L;L3;De 6h à 10h;182
LA-VERRIERE;87393256;JOB;2024-04-23;2024;U;U;Avant 6h;248
LARDY;87545160;DIM;2025-09-02;2025;C;C;Avant 6h;4
LE-BOURGET;87271395;DIM;2021-11-21;2021;T11;T11;De 10h à 16h;1486
LE-BOURGET;87271395;SAM;2021-11-20;2021;T11;T11;De 6h à 10h;891
LE-BRAS-DE-FER;87681395;DIM;2024-03-03;2024;D;D;Avant 6h;48
LE-BRAS-DE-FER;87681395;DIM;2024-03-03;2024;D;D;De 10h à 16h;912
LE-CHENAY-GAGNY;87113522;JOB;2022-03-22;2022;E;E;Après 20h;122
LE-MEE;87682179;SAM;2024-02-03;2024;D;D;De 10h à 16h;1119
LE-PLESSIS-CHENET;87681627;JOB;2024-02-04;2024;D;D;Après 20h;1
LE-PLESSIS-CHENET;87681627;SAM;2024-02-03;2024;D;D;De 10h à 16h;9
ISSY;87393074;DIM;2025-09-02;2025;C;C;Avant 6h;14
LE-STADE;87381095;DIM;2024-01-21;2024;J;J4;De 6h à 10h;317
IVRY-SUR-SEINE;87545301;DIM;2025-09-02;2025;C;C;De 10h à 16h;863
LES-ARDOINES;87492108;JOB;2025-06-02;2025;C;C;De 16h à 20h;1425
LES-BOULLEREAUX-CHAMPIGNY;87113779;JOB;2022-03-22;2022;E;E;De 6h à 10h;1745
L'ABBAYE;87113886;DIM;2021-12-09;2021;T4;T4;Après 20h;55
LES-NOUES;87276238;JOB;2024-05-03;2024;D;D;De 16h à 20h;443
L'ABBAYE;87113886;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;145
LES-VALLEES;87386300;JOB;2024-01-16;2024;L;L3;Après 20h;385
LIEUSAINT-MOISSY;87682153;SAM;2024-02-03;2024;D;D;De 6h à 10h;904
L'ETANG-LA-VILLE;87382473;DIM;2024-01-21;2024;L;L2;De 6h à 10h;52
LOUVECIENNES;87382457;SAM;2024-01-20;2024;L;L2;De 10h à 16h;358
L'ISLE-ADAM-PARMAIN;87276527;JOB;2024-01-16;2024;H;H;De 6h à 10h;595
MAISONS-LAFFITTE;87386425;DIM;2022-11-20;2022;A;A;Avant 6h;45
LA-BARRE-ORMESSON;87271171;JOB;2024-01-16;2024;H;H;Après 20h;254
MAISSE;87681486;DIM;2024-03-03;2024;D;D;De 10h à 16h;58
LA-DEFENSE;87382218;DIM;2024-01-21;2024;L;L2;Après 20h;3028
LA-DEFENSE;87382218;JOB;2024-11-06;2024;U;U;De 16h à 20h;6960
LA-FERTE-MILON;87116673;SAM;2023-09-16;2023;P;P;Après 20h;5
LA-FRETTE-MONTIGNY;87381871;JOB;2024-01-16;2024;J;J6;De 10h à 16h;401
LA-GARENNE-COLOMBES;87386003;DIM;2024-01-21;2024;L;L3;De 16h à 20h;802
LA-GARENNE-COLOMBES;87386003;SAM;2024-01-20;2024;L;L3;De 16h à 20h;1246
LA-GRANDE-PAROISSE;87682476;DIM;2024-01-21;2024;R;R;De 6h à 10h;20
LA-PLAINE-STADE-DE-FRANCE;87164798;DIM;2019-03-17;2019;B;B;Après 20h;1256
ACHERES-GRAND-CORMIER;87386052;SAM;2022-11-19;2022;A;A;De 16h à 20h;50
ACHERES-VILLE;87381657;DIM;2022-11-20;2022;A;A;Après 20h;241
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;JOB;2021-09-21;2021;T4;T4;Avant 6h;19
ALLEE-ROYALE;87710913;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;21
ALLEE-ROYALE;87710913;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;17
ALLEE-ROYALE;87710913;SAM;2023-10-14;2023;T13;T13;Après 20h;5
ARGENTEUIL;87381848;DIM;2024-01-21;2024;J;J6;De 6h à 10h;1097
ARPAJON;87545467;JOB;2025-06-02;2025;C;C;De 6h à 10h;1554
ASNIERES-SUR-SEINE;87381137;SAM;2024-01-20;2024;L;L2;Avant 6h;24
ATHIS-MONS;87545251;DIM;2025-09-02;2025;C;C;De 16h à 20h;248
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-24;2019;B;B;Après 20h;1871
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;Avant 6h;149
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-24;2019;B;B;De 16h à 20h;3854
AULNAY-SOUS-BOIS;87271411;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;1613
AUVERS-SUR-OISE;87276543;DIM;2024-01-21;2024;H;H;Après 20h;6
BECON-LES-BRUYERES;87382002;DIM;2024-01-21;2024;L;L2;Avant 6h;6
BECON-LES-BRUYERES;87382002;JOB;2024-01-16;2024;L;L2;De 16h à 20h;3235
BECON-LES-BRUYERES;87382002;JOB;2024-01-16;2024;L;L3;Après 20h;555
BECON-LES-BRUYERES;87382002;SAM;2024-01-20;2024;L;L2;De 16h à 20h;1098
BELLEVUE;87393116;JOB;2024-01-16;2024;N;N;De 6h à 10h;768
BELLOY-SAINT-MARTIN;87276550;SAM;2024-01-20;2024;H;H;De 16h à 20h;38
BESSANCOURT;87276642;DIM;2024-01-21;2024;H;H;Après 20h;43
BESSANCOURT;87276642;JOB;2024-01-16;2024;H;H;De 6h à 10h;787
BOIS-BRIARD;87746024;JOB;2024-11-26;2024;T12;T12;Après 20h;19
BOIS-BRIARD;87746024;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;54
BOIS-COLOMBES;87381079;JOB;2024-01-16;2024;J;J4;De 6h à 10h;3588
BOIS-DE-SAINT-EUTROPE;87745984;SAM;2024-11-30;2024;T12;T12;Avant 6h;1
BOIS-DE-SAINT-EUTROPE;87745984;SAM;2024-11-30;2024;T12;T12;De 6h à 10h;18
BOISSY-L'AILLERIE;87381152;DIM;2024-01-21;2024;J;J6;De 10h à 16h;92
BOISSY-L'AILLERIE;87381152;SAM;2024-01-20;2024;J;J6;De 10h à 16h;111
BONDY;87113407;DIM;2021-12-09;2021;T4;T4;Avant 6h;16
BONDY;87113407;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;266
BONDY;87113407;JOB;2022-03-22;2022;E;E;Avant 6h;344
BONDY;87113407;SAM;2022-03-19;2022;E;E;De 10h à 16h;4193
BOULAINVILLIERS;87543181;DIM;2025-09-02;2025;C;C;Avant 6h;3
BOULAINVILLIERS;87543181;JOB;2025-06-02;2025;C;C;Après 20h;435
BOUTIGNY;87681478;SAM;2024-02-03;2024;D;D;De 10h à 16h;73
BRUNOY;87682120;JOB;2024-05-03;2024;D;D;De 6h à 10h;4521
BRUYERES-SUR-OISE;87276451;JOB;2024-01-16;2024;H;H;Après 20h;7
CAMP-DES-LOGES;87710939;JOB;2023-10-19;2023;T13;T13;Après 20h;61
CERGY-LE-HAUT;87382655;SAM;2022-11-19;2022;A;A;Après 20h;524
CERGY-PREFECTURE;87381905;JOB;2024-01-16;2024;L;L3;De 10h à 16h;395
CERNAY;87276063;JOB;2024-01-16;2024;H;H;Avant 6h;69
CERNAY;87276063;JOB;2025-11-02;2025;C;C;De 10h à 16h;881
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 16h à 20h;567
CHAMP-DE-COURSES-D'ENGHIEN;87276030;JOB;2024-01-16;2024;H;H;Avant 6h;99
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;JOB;2025-06-02;2025;C;C;Après 20h;1539
CHAMPAGNE-SUR-OISE;87276519;DIM;2024-01-21;2024;H;H;Avant 6h;4
CHAMPLAN;87725457;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;20
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;Après 20h;26
CHANTELOUP-LES-VIGNES;87381475;JOB;2024-01-16;2024;J;J6;Après 20h;60
CHANTILLY-GOUVIEUX;87276113;DIM;2024-03-03;2024;D;D;Avant 6h;11
CHAPONVAL;87276162;SAM;2024-01-20;2024;H;H;De 10h à 16h;19
CHARTRETTES;87682419;JOB;2024-01-16;2024;R;R;De 16h à 20h;22
CHATELET-LES-HALLES;87758607;JOB;2024-05-03;2024;D;D;De 6h à 10h;7519
CHATELET-LES-HALLES;87758607;SAM;2024-02-03;2024;D;D;De 16h à 20h;20053
CHAUMONT-EN-VEXIN;87381228;DIM;2024-01-21;2024;J;J6;De 16h à 20h;56
CHAVILLE-RIVE-DROITE;87382333;DIM;2024-01-21;2024;L;L2;De 6h à 10h;160
CHAVILLE-RIVE-DROITE;87382333;DIM;2024-04-28;2024;U;U;Avant 6h;8
CHAVILLE-RIVE-GAUCHE;87393207;JOB;2024-01-16;2024;N;N;Après 20h;109
CHELLES-GOURNAY;87116111;JOB;2022-03-22;2022;E;E;Après 20h;354
CHELLES-GOURNAY;87116111;JOB;2022-03-22;2022;E;E;De 10h à 16h;1889
CHELLES-GOURNAY;87116111;JOB;2023-11-14;2023;P;P;De 10h à 16h;1861
CHILLY-MAZARIN;87393637;JOB;2024-11-26;2024;T12;T12;Après 20h;95
CLICHY-LEVALLOIS;87381129;DIM;2024-01-21;2024;L;L3;Avant 6h;18
CLICHY-SOUS-BOIS-MAIRIE;87704288;JOB;2021-09-21;2021;T4;T4;Avant 6h;28
CLICHY-SOUS-BOIS-MAIRIE;87704288;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;245
COIGNIERES;87393272;DIM;2024-01-21;2024;N;N;Avant 6h;9
COIGNIERES;87393272;JOB;2024-01-16;2024;N;N;De 16h à 20h;344
COLOMBES;87381087;DIM;2024-01-21;2024;J;J4;De 6h à 10h;534
COMBS-LA-VILLE-QUINCY;87682146;JOB;2024-05-03;2024;D;D;De 16h à 20h;1314
COMPANS;87272047;SAM;2024-01-20;2024;K;K;De 10h à 16h;5
CONFLANS-FIN-D'OISE;87381459;DIM;2024-01-21;2024;J;J6;De 10h à 16h;538
CONFLANS-SAINTE-HONORINE;87381897;DIM;2024-01-21;2024;J;J6;Après 20h;272
CORBEIL-ESSONNES;87681007;DIM;2024-03-03;2024;D;D;Avant 6h;161
COTEAUX-DE-L'ORGE;87745794;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;230
COUILLY-SAINT-GERMAIN-QUINCY;87116731;JOB;2023-09-19;2023;P;P;De 16h à 20h;31
COUILLY-SAINT-GERMAIN-QUINCY;87116731;SAM;2023-09-16;2023;P;P;De 16h à 20h;31
COURBEVOIE;87382200;JOB;2024-01-16;2024;L;L2;Avant 6h;62
CRECY-LA-CHAPELLE;87116772;JOB;2023-09-19;2023;P;P;De 10h à 16h;56
CREIL;87276006;DIM;2024-03-03;2024;D;D;Après 20h;82
CREIL;87276006;DIM;2024-01-21;2024;H;H;De 10h à 16h;90
CREIL;87276006;DIM;2024-01-21;2024;H;H;De 16h à 20h;84
CREIL;87276006;SAM;2024-02-03;2024;D;D;Après 20h;92
GRAVIGNY-BALIZY;87393645;DIM;2024-01-12;2024;T12;T12;De 16h à 20h;79
GROS-NOYER-SAINT-PRIX;87276592;DIM;2024-01-21;2024;H;H;De 6h à 10h;191
GROS-NOYER-SAINT-PRIX;87276592;SAM;2024-01-20;2024;H;H;De 16h à 20h;400
HOUDAN;87393462;JOB;2024-01-16;2024;N;N;De 6h à 10h;1006
HOUDAN;87393462;SAM;2024-01-20;2024;N;N;Après 20h;68
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2022-11-30;2022;A;A;Après 20h;571
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2025-01-04;2025;J;J5;De 6h à 10h;2177
IGNY;87393561;JOB;2025-06-02;2025;C;V;De 10h à 16h;168
IGNY;87393561;JOB;2025-06-02;2025;C;V;De 16h à 20h;205
ISSOU-PORCHEVILLE;87381574;DIM;2024-01-21;2024;J;J6;De 6h à 10h;34
ISSY;87393074;JOB;2025-06-02;2025;C;C;Après 20h;131
ISSY-VAL-DE-SEINE;87393306;JOB;2025-06-02;2025;C;C;Après 20h;668
JOUY-EN-JOSAS;87393512;DIM;2025-09-02;2025;C;V;Après 20h;11
L'ABBAYE;87113886;DIM;2021-12-09;2021;T4;T4;Avant 6h;5
LA-FERTE-ALAIS;87681452;JOB;2024-02-04;2024;D;D;Après 20h;12
LA-FERTE-SOUS-JOUARRE;87116517;SAM;2023-09-16;2023;P;P;Après 20h;98
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON;87545459;JOB;2025-06-02;2025;C;C;De 10h à 16h;187
LA-PLAINE-STADE-DE-FRANCE;87164798;DIM;2019-03-17;2019;B;B;De 10h à 16h;3618
LARDY;87545160;SAM;2025-08-02;2025;C;C;Avant 6h;14
LAVILLETERTRE;87381202;SAM;2024-01-20;2024;J;J6;De 6h à 10h;7
LE-BRAS-DE-FER;87681395;JOB;2024-05-03;2024;D;D;De 16h à 20h;2061
LE-BRAS-DE-FER;87681395;JOB;2024-05-03;2024;D;D;De 6h à 10h;1634
LE-BRAS-DE-FER;87681395;SAM;2024-02-03;2024;D;D;De 10h à 16h;1278
LE-BRAS-DE-FER;87681395;SAM;2024-02-03;2024;D;D;De 6h à 10h;562
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;DIM;2022-03-20;2022;E;E;Avant 6h;57
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;JOB;2022-03-22;2022;E;E;De 10h à 16h;2193
LES-BOULLEREAUX-CHAMPIGNY;87113779;SAM;2022-03-19;2022;E;E;Avant 6h;45
LES-CLAIRIERES-DE-VERNEUIL;87386664;JOB;2025-01-04;2025;J;J5;De 6h à 10h;420
LES-COQUETIERS;87113845;DIM;2021-12-09;2021;T4;T4;Avant 6h;6
LES-COQUETIERS;87113845;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;180
LES-GRESILLONS;87272146;DIM;2025-09-02;2025;C;C;De 6h à 10h;250
LES-GRESILLONS;87272146;SAM;2025-08-02;2025;C;C;Après 20h;365
LES-PORTES-DE-SAINT-CYR;87710921;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;17
LES-SAULES;87546226;SAM;2025-08-02;2025;C;C;Avant 6h;12
LES-YVRIS-NOISY-LE-GRAND;87113803;SAM;2022-03-19;2022;E;E;De 16h à 20h;143
LIANCOURT-SAINT-PIERRE;87381210;SAM;2024-01-20;2024;J;J6;De 10h à 16h;4
LIEUSAINT-MOISSY;87682153;DIM;2024-03-03;2024;D;D;De 6h à 10h;509
LIMAY;87381582;DIM;2024-01-21;2024;J;J6;De 10h à 16h;309
LIMAY;87381582;SAM;2024-01-20;2024;J;J6;Après 20h;46
LIZY-SUR-OURCQ;87116632;DIM;2023-09-17;2023;P;P;Après 20h;11
LIZY-SUR-OURCQ;87116632;JOB;2023-09-19;2023;P;P;De 6h à 10h;341
LONGUEVILLE;87116137;JOB;2023-11-14;2023;P;P;De 16h à 20h;259
LOUVECIENNES;87382457;DIM;2024-01-21;2024;L;L2;Après 20h;46
LYCEE-HENRI-SELLIER;87988717;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;171
MAGENTA;87281873;DIM;2022-03-20;2022;E;E;De 10h à 16h;8114
MAISONS-ALFORT-ALFORTVILLE;87681155;SAM;2024-02-03;2024;D;D;De 6h à 10h;2641
MAISONS-LAFFITTE;87386425;SAM;2022-11-19;2022;A;A;De 6h à 10h;1230
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;J;J6;Après 20h;69
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;J;J6;Avant 6h;23
MANTES-STATION;87381590;SAM;2024-01-20;2024;J;J6;De 6h à 10h;68
MARCHEZAIS-BROUE;87393470;JOB;2024-01-16;2024;N;N;Avant 6h;8
MAREUIL-SUR-OURCQ;87116665;DIM;2023-09-17;2023;P;P;De 10h à 16h;28
MARLES-EN-BRIE;87116228;JOB;2023-11-14;2023;P;P;Après 20h;12
MAROLLES-EN-HUREPOIX;87545186;DIM;2025-09-02;2025;C;C;De 10h à 16h;255
MAROLLES-EN-HUREPOIX;87545186;DIM;2025-09-02;2025;C;C;De 16h à 20h;140
MAROLLES-EN-HUREPOIX;87545186;SAM;2025-08-02;2025;C;C;Avant 6h;12
MASSY-PALAISEAU;87393579;DIM;2024-01-12;2024;T12;T12;De 10h à 16h;841
MASSY-PALAISEAU;87393579;JOB;2025-06-02;2025;C;C;Après 20h;56
MAULE;87381723;SAM;2024-01-20;2024;N;N;De 6h à 10h;56
MELUN;87682005;JOB;2024-01-16;2024;R;R;De 10h à 16h;4007
MENNECY;87681411;DIM;2024-03-03;2024;D;D;De 16h à 20h;173
MENNECY;87681411;JOB;2024-12-03;2024;D;D;De 6h à 10h;877
MERY-SUR-OISE;87276667;SAM;2024-01-20;2024;H;H;Après 20h;46
MEUDON;87393108;DIM;2024-01-21;2024;N;N;Après 20h;90
MITRY-CLAYE;87271528;DIM;2019-03-17;2019;B;B;De 6h à 10h;186
MONTEREAU;87682302;DIM;2024-01-21;2024;R;R;De 6h à 10h;518
MONTIGNY-BEAUCHAMP;87276089;JOB;2025-06-02;2025;C;C;Après 20h;153
MONTREUIL;87382879;SAM;2024-01-20;2024;L;L2;Avant 6h;18
MONTRY-CONDE;87116400;DIM;2023-09-17;2023;P;P;De 16h à 20h;22
MONTRY-CONDE;87116400;JOB;2023-09-19;2023;P;P;De 16h à 20h;15
MONTSOULT-MAFFLIERS;87276493;SAM;2024-01-20;2024;H;H;Avant 6h;34
MORET-VENEUX-LES-SABLONS;87682278;JOB;2024-01-16;2024;R;R;Avant 6h;70
MORMANT;87116087;JOB;2023-11-14;2023;P;P;De 16h à 20h;102
MORTCERF;87116244;DIM;2023-11-19;2023;P;P;De 10h à 16h;33
MORTCERF;87116244;JOB;2023-11-14;2023;P;P;De 16h à 20h;33
MUSEE-D'ORSAY;87547307;JOB;2025-06-02;2025;C;C;Après 20h;787
NANTEUIL-LE-HAUDOUIN;87271577;JOB;2024-01-16;2024;K;K;De 10h à 16h;44
NEUILLY-PORTE-MAILLOT;87381020;JOB;2025-11-02;2025;C;C;De 6h à 10h;1655
NEUILLY-PORTE-MAILLOT;87381020;SAM;2025-08-02;2025;C;C;Après 20h;809
NEUVILLE-UNIVERSITE;87334482;SAM;2022-11-19;2022;A;A;De 10h à 16h;1102
NEZEL-AULNAY;87381731;SAM;2024-01-20;2024;N;N;De 10h à 16h;43
NEZEL-AULNAY;87381731;SAM;2024-01-20;2024;N;N;De 6h à 10h;18
NOGENT-L'ARTAUD-CHARLY;87116566;DIM;2023-09-17;2023;P;P;De 6h à 10h;36
NOGENT-LE-PERREUX;87113746;DIM;2022-03-20;2022;E;E;De 6h à 10h;263
NOGENT-LE-PERREUX;87113746;JOB;2022-03-22;2022;E;E;De 6h à 10h;2197
NOISY-LE-SEC;87113217;DIM;2022-03-20;2022;E;E;Avant 6h;139
ORLY-VILLE;87546200;JOB;2025-11-02;2025;C;C;De 10h à 16h;935
ORLY-VILLE;87546200;JOB;2025-06-02;2025;C;C;De 6h à 10h;1513
ORMOY-VILLERS;87271585;JOB;2024-01-16;2024;K;K;De 10h à 16h;5
OSNY;87381145;SAM;2024-01-20;2024;J;J6;Après 20h;21
OZOIR-LA-FERRIERE;87116020;DIM;2022-03-20;2022;E;E;Après 20h;69
OZOIR-LA-FERRIERE;87116020;SAM;2022-03-19;2022;E;E;De 10h à 16h;655
PANTIN;87113209;DIM;2022-03-20;2022;E;E;De 6h à 10h;696
PARIS-GARE-DE-LYON;87686030;SAM;2024-01-20;2024;R;R;Après 20h;5007
PARIS-GARE-DU-NORD;87271031;DIM;2024-01-21;2024;H;H;Avant 6h;213
PARIS-GARE-DU-NORD;87271031;JOB;2024-01-16;2024;K;K;De 6h à 10h;621
PARIS-MONTPARNASSE;87391003;JOB;2024-01-16;2024;N;N;De 16h à 20h;18149
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;J;J6;Après 20h;7254
PARIS-SAINT-LAZARE;87384008;SAM;2021-04-12;2021;J;J5;Avant 6h;0
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;L;L3;Après 20h;3598
PETIT-JOUY-LES-LOGES;87393504;JOB;2025-06-02;2025;C;V;Après 20h;4
PETIT-JOUY-LES-LOGES;87393504;JOB;2025-06-02;2025;C;V;De 16h à 20h;77
PIERREFITTE-STAINS;87271163;DIM;2024-03-03;2024;D;D;De 10h à 16h;3774
PIERRELAYE;87276097;SAM;2025-08-02;2025;C;C;Après 20h;31
PLAISIR-GRIGNON;87393421;DIM;2024-01-21;2024;N;N;Après 20h;243
PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;SAM;2025-08-02;2025;C;C;Après 20h;85
PONT-PETIT;87276154;DIM;2024-01-21;2024;H;H;Après 20h;2
PONT-PETIT;87276154;SAM;2024-01-20;2024;H;H;De 6h à 10h;19
PONTOISE;87276139;SAM;2024-01-20;2024;J;J6;Avant 6h;48
PORCHEFONTAINE;87393165;SAM;2025-08-02;2025;C;C;Avant 6h;8
PROVINS;87116160;SAM;2023-11-18;2023;P;P;De 10h à 16h;360
PUTEAUX;87382382;JOB;2024-01-16;2024;L;L2;De 16h à 20h;1548
RAMBOUILLET;87393314;JOB;2024-01-16;2024;N;N;De 16h à 20h;1140
REMISE-A-JORELLE;87988709;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;243
REPUBLIQUE-MARX-DORMOY;87704254;JOB;2021-09-21;2021;T4;T4;Après 20h;56
ROISSY-EN-BRIE;87116038;JOB;2022-03-22;2022;E;E;De 16h à 20h;855
ROISSY-EN-BRIE;87116038;SAM;2022-03-19;2022;E;E;Avant 6h;44
ROMAIN-ROLLAND;87704296;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;323
ROUGEMONT-CHANTELOUP;87431791;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;376
SAINT-CHERON;87545509;JOB;2025-06-02;2025;C;C;De 16h à 20h;321
SAINT-CLOUD;87382358;DIM;2024-01-21;2024;L;L2;De 6h à 10h;410
SAINT-CYR;87393223;DIM;2024-01-21;2024;N;N;Après 20h;264
SAINT-CYR;87393223;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;271
SAINT-CYR;87393223;SAM;2024-04-27;2024;U;U;Avant 6h;14
SAINT-DENIS;87271015;DIM;2024-03-03;2024;D;D;De 10h à 16h;15581
SAINT-LEU-LA-FORET;87276600;SAM;2024-01-20;2024;H;H;De 16h à 20h;472
SAINT-MICHEL-SUR-ORGE;87545202;DIM;2025-09-02;2025;C;C;Avant 6h;38
SAINT-MICHEL-SUR-ORGE;87545202;JOB;2025-04-02;2025;C;C;Avant 6h;168
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2023-10-19;2023;T13;T13;Après 20h;79
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2024-01-16;2024;L;L2;De 16h à 20h;406
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;SAM;2023-10-14;2023;T13;T13;Après 20h;23
SAINT-OUEN-L'AUMONE;87276105;SAM;2024-01-20;2024;H;H;Avant 6h;33
SAINT-OUEN-L'AUMONE;87276105;SAM;2024-01-20;2024;H;H;De 6h à 10h;310
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2024-01-21;2024;H;H;De 16h à 20h;169
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2025-09-02;2025;C;C;Avant 6h;4
SAINT-OUEN-L'AUMONE-LIESSE;87337980;JOB;2025-06-02;2025;C;C;Avant 6h;7
SAINT-OUEN-L'AUMONE-LIESSE;87337980;SAM;2025-08-02;2025;C;C;De 6h à 10h;77
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE;87381426;SAM;2024-01-20;2024;J;J6;De 6h à 10h;163
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2024-01-21;2024;N;N;Après 20h;234
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;SAM;2025-08-02;2025;C;C;De 16h à 20h;397
SAINTE-GENEVIEVE-DES-BOIS;87545210;JOB;2025-06-02;2025;C;C;Avant 6h;169
SARTROUVILLE;87386417;JOB;2022-11-30;2022;A;A;De 16h à 20h;2758
SARTROUVILLE;87386417;SAM;2024-01-20;2024;L;L3;Avant 6h;33
SARTROUVILLE;87386417;SAM;2024-01-20;2024;L;L3;De 6h à 10h;252
SAVIGNY-SUR-ORGE;87545236;SAM;2025-08-02;2025;C;C;Avant 6h;127
SEUGY;87272039;JOB;2024-01-16;2024;H;H;De 16h à 20h;26
SEVRES-RIVE-GAUCHE;87393124;DIM;2024-01-21;2024;N;N;Avant 6h;0
SEVRES-RIVE-GAUCHE;87393124;DIM;2024-01-21;2024;N;N;De 10h à 16h;326
SEVRES-VILLE-D'AVRAY;87382341;SAM;2024-08-06;2024;U;U;De 16h à 20h;129
LAVILLETERTRE;87381202;DIM;2024-01-21;2024;J;J6;De 10h à 16h;5
LE-BLANC-MESNIL;87271478;DIM;2019-03-17;2019;B;B;De 10h à 16h;2429
SOUPPES-CHATEAU-LANDON;87684217;SAM;2024-01-20;2024;R;R;De 10h à 16h;331
LE-BLANC-MESNIL;87271478;JOB;2023-10-10;2023;B;B;De 10h à 16h;1647
SURESNES-MONT-VALERIEN;87382374;JOB;2024-04-23;2024;U;U;De 10h à 16h;167
LE-CHENAY-GAGNY;87113522;SAM;2022-03-19;2022;E;E;De 16h à 20h;745
SURVILLIERS-FOSSES;87276261;SAM;2024-02-03;2024;D;D;Après 20h;70
TRAPPES;87393835;SAM;2024-04-27;2024;U;U;Avant 6h;31
TRIE-CHATEAU;87381236;DIM;2024-01-21;2024;J;J6;De 6h à 10h;2
LE-STADE;87381095;JOB;2024-01-16;2024;J;J6;Après 20h;14
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;De 6h à 10h;2378
VALMONDOIS;87276535;JOB;2024-01-16;2024;H;H;De 6h à 10h;749
VANVES-MALAKOFF;87391532;JOB;2024-01-16;2024;N;N;De 10h à 16h;551
VAUBOYEN;87393538;JOB;2025-06-02;2025;C;V;De 6h à 10h;176
VERNEUIL-L'ETANG;87116079;JOB;2023-11-14;2023;P;P;Après 20h;19
VERNOUILLET-VERNEUIL;87386656;SAM;2021-04-12;2021;J;J5;De 16h à 20h;319
VERSAILLES-CHANTIERS;87393009;JOB;2024-11-06;2024;U;U;De 16h à 20h;2402
VIGNEUX-SUR-SEINE;87681304;SAM;2024-02-03;2024;D;D;De 16h à 20h;1074
VILLENEUVE-LE-ROI;87545277;JOB;2025-06-02;2025;C;C;Avant 6h;68
